ridership,route_id,route_name,route_type,service_period,day
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2012,saturday
49.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2012,saturday
57.9,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2013,saturday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2013,saturday
58.5,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2013,saturday
73.2,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2014,saturday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2014,saturday
46.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2014,saturday
33.6,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2015,saturday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2015,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2012,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2012,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2012,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2013,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2013,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2013,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2014,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2014,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2014,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2015,saturday
,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2015,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2012,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2012,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2012,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2013,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2013,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2013,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2014,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2014,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2014,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2015,saturday
,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2015,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2012,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2012,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2012,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2013,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2013,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2013,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2014,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2014,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2014,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2015,saturday
,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2015,saturday
41.9,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2012,saturday
31.2,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2012,saturday
43.7,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2012,saturday
67.0,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2013,saturday
51.1,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2013,saturday
47.0,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2013,saturday
47.1,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2014,saturday
43.6,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2014,saturday
29.3,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2014,saturday
35.2,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2015,saturday
32.5,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2015,saturday
30.3,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2012,saturday
22.0,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2012,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2012,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2013,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2013,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2013,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2014,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2014,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2014,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2015,saturday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2015,saturday
53.1,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2012,saturday
71.5,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2012,saturday
40.2,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2012,saturday
40.4,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2013,saturday
68.6,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2013,saturday
45.6,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2013,saturday
80.5,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2014,saturday
78.8,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2014,saturday
58.0,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2014,saturday
57.1,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2015,saturday
57.2,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2015,saturday
25.3,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2012,saturday
21.1,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2012,saturday
25.4,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2012,saturday
18.2,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2013,saturday
25.4,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2013,saturday
27.4,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2013,saturday
28.5,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2014,saturday
25.5,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2014,saturday
26.3,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2014,saturday
36.4,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2015,saturday
21.2,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2015,saturday
16.2,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2012,saturday
14.3,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2012,saturday
14.5,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2012,saturday
20.6,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2013,saturday
9.9,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2013,saturday
16.3,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2013,saturday
18.6,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2014,saturday
16.6,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2014,saturday
21.1,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2014,saturday
12.9,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2015,saturday
15.6,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2015,saturday
36.3,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2012,saturday
33.1,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2012,saturday
31.3,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2012,saturday
22.7,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2013,saturday
63.7,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2013,saturday
25.4,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2013,saturday
42.0,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2014,saturday
23.4,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2014,saturday
34.2,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2014,saturday
24.3,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2015,saturday
25.0,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2015,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2012,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2012,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2012,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2013,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2013,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2013,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2014,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2014,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2014,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2015,saturday
,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2015,saturday
2.2,491,491-ALLANDALE,Special Services - Senior,Spring 2012,saturday
1.7,491,491-ALLANDALE,Special Services - Senior,Summer 2012,saturday
2.2,491,491-ALLANDALE,Special Services - Senior,Fall 2012,saturday
1.5,491,491-ALLANDALE,Special Services - Senior,Spring 2013,saturday
2.7,491,491-ALLANDALE,Special Services - Senior,Summer 2013,saturday
2.8,491,491-ALLANDALE,Special Services - Senior,Fall 2013,saturday
2.7,491,491-ALLANDALE,Special Services - Senior,Spring 2014,saturday
2.2,491,491-ALLANDALE,Special Services - Senior,Summer 2014,saturday
1.7,491,491-ALLANDALE,Special Services - Senior,Fall 2014,saturday
2.2,491,491-ALLANDALE,Special Services - Senior,Spring 2015,saturday
0.8,491,491-ALLANDALE,Special Services - Senior,Summer 2015,saturday
,492,492-DELWOOD,Special Services - Senior,Spring 2012,saturday
,492,492-DELWOOD,Special Services - Senior,Summer 2012,saturday
,492,492-DELWOOD,Special Services - Senior,Fall 2012,saturday
,492,492-DELWOOD,Special Services - Senior,Spring 2013,saturday
,492,492-DELWOOD,Special Services - Senior,Summer 2013,saturday
,492,492-DELWOOD,Special Services - Senior,Fall 2013,saturday
,492,492-DELWOOD,Special Services - Senior,Spring 2014,saturday
,492,492-DELWOOD,Special Services - Senior,Summer 2014,saturday
,492,492-DELWOOD,Special Services - Senior,Fall 2014,saturday
,492,492-DELWOOD,Special Services - Senior,Spring 2015,saturday
,492,492-DELWOOD,Special Services - Senior,Summer 2015,saturday
46.2,550,550-METRO RAIL RED LINE,MetroRail,Spring 2012,saturday
45.0,550,550-METRO RAIL RED LINE,MetroRail,Summer 2012,saturday
40.6,550,550-METRO RAIL RED LINE,MetroRail,Fall 2012,saturday
47.6,550,550-METRO RAIL RED LINE,MetroRail,Spring 2013,saturday
88.7,550,550-METRO RAIL RED LINE,MetroRail,Summer 2013,saturday
46.5,550,550-METRO RAIL RED LINE,MetroRail,Fall 2013,saturday
43.4,550,550-METRO RAIL RED LINE,MetroRail,Spring 2014,saturday
47.0,550,550-METRO RAIL RED LINE,MetroRail,Summer 2014,saturday
45.8,550,550-METRO RAIL RED LINE,MetroRail,Fall 2014,saturday
37.8,550,550-METRO RAIL RED LINE,MetroRail,Spring 2015,saturday
38.7,550,550-METRO RAIL RED LINE,MetroRail,Summer 2015,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Spring 2012,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Summer 2012,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Fall 2012,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Spring 2013,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Summer 2013,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Fall 2013,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Spring 2014,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Summer 2014,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Fall 2014,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Spring 2015,saturday
,640,640-FA FORTY ACRES,UT Shuttle,Summer 2015,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2012,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2012,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2012,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2013,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2013,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2013,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2014,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2014,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2014,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2015,saturday
,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2015,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2012,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2012,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2012,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2013,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2013,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2013,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2014,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2014,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2014,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2015,saturday
,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2015,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2012,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2012,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2012,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2013,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2013,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2013,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2014,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2014,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2014,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2015,saturday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2015,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2012,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2012,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2012,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2013,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2013,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2013,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2014,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2014,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2014,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2015,saturday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2015,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2012,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2012,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2012,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2013,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2013,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2013,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2014,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2014,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2014,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2015,saturday
,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2015,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2012,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2012,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2012,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2013,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2013,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2013,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2014,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2014,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2014,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2015,saturday
,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2015,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2012,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2012,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2012,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2013,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2013,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2013,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2014,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2014,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2014,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2015,saturday
,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2015,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2012,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2012,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2012,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2013,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2013,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2013,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2014,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2014,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Fall 2014,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Spring 2015,saturday
,663,663-LA LAKE AUSTIN/UT,UT Shuttle,Summer 2015,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2012,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2012,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2012,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2013,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2013,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2013,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2014,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2014,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Fall 2014,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Spring 2015,saturday
,670,670-CP CROSSING PLACE,UT Shuttle,Summer 2015,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2012,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2012,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2012,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2013,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2013,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2013,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2014,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2014,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Fall 2014,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Spring 2015,saturday
,671,671-NR NORTH RIVERSIDE,UT Shuttle,Summer 2015,saturday
,672,672-LS LAKESHORE,UT Shuttle,Spring 2012,saturday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2012,saturday
,672,672-LS LAKESHORE,UT Shuttle,Fall 2012,saturday
,672,672-LS LAKESHORE,UT Shuttle,Spring 2013,saturday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2013,saturday
,672,672-LS LAKESHORE,UT Shuttle,Fall 2013,saturday
,672,672-LS LAKESHORE,UT Shuttle,Spring 2014,saturday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2014,saturday
,672,672-LS LAKESHORE,UT Shuttle,Fall 2014,saturday
,672,672-LS LAKESHORE,UT Shuttle,Spring 2015,saturday
,672,672-LS LAKESHORE,UT Shuttle,Summer 2015,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2012,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2012,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2012,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2013,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2013,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2013,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2014,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2014,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Fall 2014,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Spring 2015,saturday
,675,675-WL WICKERSHAM LANE/UT,UT Shuttle,Summer 2015,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2012,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2012,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2012,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2013,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2013,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2013,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2014,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2014,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Fall 2014,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Spring 2015,saturday
,680,680-NR/LS NORTH RIVERSIDE/LAKE,UT Shuttle,Summer 2015,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2012,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2012,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2012,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2013,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2013,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2013,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2014,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2014,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Fall 2014,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Spring 2015,saturday
,681,681-IF/FW Intramural/Far West,UT Shuttle,Summer 2015,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2012,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2012,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2012,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2013,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2013,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2013,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2014,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2014,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Fall 2014,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Spring 2015,saturday
,684,684-RR/CR RED RIVER/CAMERON RD,UT Shuttle,Summer 2015,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2012,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2012,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2012,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2013,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2013,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2013,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2014,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2014,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Fall 2014,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Spring 2015,saturday
,685,685-WL/CP WICKERSHAM/CROSSING,UT Shuttle,Summer 2015,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2012,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2012,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2012,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2013,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2013,saturday
,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2013,saturday
