ridership,route_id,route_name,route_type,service_period,day
29.5,20,20-MANOR RD/RIVERSIDE,Local,Fall 2014,saturday
29.0,20,20-MANOR RD/RIVERSIDE,Local,Spring 2015,saturday
24.6,20,20-MANOR RD/RIVERSIDE,Local,Summer 2015,saturday
12.6,21,21-EXPOSITION,Local,Spring 2012,saturday
13.2,21,21-EXPOSITION,Local,Summer 2012,saturday
14.4,21,21-EXPOSITION,Local,Fall 2012,saturday
12.1,21,21-EXPOSITION,Local,Spring 2013,saturday
12.2,21,21-EXPOSITION,Local,Summer 2013,saturday
14.2,21,21-EXPOSITION,Local,Fall 2013,saturday
13.8,21,21-EXPOSITION,Local,Spring 2014,saturday
12.5,21,21-EXPOSITION,Local,Summer 2014,saturday
12.3,21,21-EXPOSITION,Local,Fall 2014,saturday
11.6,21,21-EXPOSITION,Local,Spring 2015,saturday
10.1,21,21-EXPOSITION,Local,Summer 2015,saturday
12.9,22,22-CHICON,Local,Spring 2012,saturday
11.3,22,22-CHICON,Local,Summer 2012,saturday
13.3,22,22-CHICON,Local,Fall 2012,saturday
13.4,22,22-CHICON,Local,Spring 2013,saturday
11.4,22,22-CHICON,Local,Summer 2013,saturday
13.0,22,22-CHICON,Local,Fall 2013,saturday
13.0,22,22-CHICON,Local,Spring 2014,saturday
13.6,22,22-CHICON,Local,Summer 2014,saturday
11.9,22,22-CHICON,Local,Fall 2014,saturday
12.2,22,22-CHICON,Local,Spring 2015,saturday
10.8,22,22-CHICON,Local,Summer 2015,saturday
25.5,30,30-BARTON CREEK SQ,Local,Spring 2012,saturday
26.3,30,30-BARTON CREEK SQ,Local,Summer 2012,saturday
28.5,30,30-BARTON CREEK SQ,Local,Fall 2012,saturday
26.0,30,30-BARTON CREEK SQ,Local,Spring 2013,saturday
27.2,30,30-BARTON CREEK SQ,Local,Summer 2013,saturday
25.0,30,30-BARTON CREEK SQ,Local,Fall 2013,saturday
25.5,30,30-BARTON CREEK SQ,Local,Spring 2014,saturday
23.6,30,30-BARTON CREEK SQ,Local,Summer 2014,saturday
22.1,30,30-BARTON CREEK SQ,Local,Fall 2014,saturday
21.3,30,30-BARTON CREEK SQ,Local,Spring 2015,saturday
24.4,30,30-BARTON CREEK SQ,Local,Summer 2015,saturday
25.8,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2012,saturday
26.9,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2012,saturday
26.8,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2012,saturday
28.0,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2013,saturday
27.3,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2013,saturday
28.0,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2013,saturday
28.4,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2014,saturday
26.7,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2014,saturday
26.3,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2014,saturday
22.9,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2015,saturday
24.8,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2015,saturday
14.0,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2012,saturday
14.1,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2012,saturday
20.2,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2012,saturday
20.3,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2013,saturday
17.3,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2013,saturday
20.3,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2013,saturday
18.1,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2014,saturday
13.3,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2014,saturday
16.4,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2014,saturday
15.1,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2015,saturday
13.0,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2015,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2012,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2012,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2012,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2013,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2013,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2013,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2014,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2014,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2014,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2015,saturday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2015,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2012,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2012,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2012,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2013,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2013,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2013,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2014,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2014,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2014,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2015,saturday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2015,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2012,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2012,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2012,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2013,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2013,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2013,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2014,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2014,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2014,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2015,saturday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2015,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2012,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2012,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2012,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2013,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2013,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2013,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2014,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2014,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2014,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2015,saturday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2015,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2012,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2012,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2012,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2013,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2013,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2013,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2014,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2014,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2014,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2015,saturday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2015,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2012,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2012,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2012,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2013,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2013,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2013,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2014,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2014,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2014,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2015,saturday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2015,saturday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2012,saturday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2012,saturday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2012,saturday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2013,saturday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2013,saturday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2013,saturday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2014,saturday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2014,saturday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2014,saturday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2015,saturday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2015,saturday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2012,saturday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2012,saturday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2012,saturday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2013,saturday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2013,saturday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2013,saturday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2014,saturday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2014,saturday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2014,saturday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2015,saturday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2015,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2012,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2012,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2012,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2013,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2013,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2013,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2014,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2014,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2014,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2015,saturday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2015,saturday
16.1,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2012,saturday
15.7,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2012,saturday
18.5,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2012,saturday
19.6,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2013,saturday
16.2,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2013,saturday
18.5,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2013,saturday
24.7,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2014,saturday
23.3,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2014,saturday
18.6,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2014,saturday
17.9,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2015,saturday
17.1,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2015,saturday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2012,saturday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2012,saturday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2012,saturday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2013,saturday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2013,saturday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2013,saturday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2014,saturday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2014,saturday
,214,214-LAGO VISTA FLEX,Feeder,Fall 2014,saturday
,214,214-LAGO VISTA FLEX,Feeder,Spring 2015,saturday
,214,214-LAGO VISTA FLEX,Feeder,Summer 2015,saturday
,228,228-BURLESON,Feeder,Spring 2012,saturday
,228,228-BURLESON,Feeder,Summer 2012,saturday
,228,228-BURLESON,Feeder,Fall 2012,saturday
,228,228-BURLESON,Feeder,Spring 2013,saturday
,228,228-BURLESON,Feeder,Summer 2013,saturday
,228,228-BURLESON,Feeder,Fall 2013,saturday
,228,228-BURLESON,Feeder,Spring 2014,saturday
,228,228-BURLESON,Feeder,Summer 2014,saturday
,228,228-BURLESON,Feeder,Fall 2014,saturday
,228,228-BURLESON,Feeder,Spring 2015,saturday
,228,228-BURLESON,Feeder,Summer 2015,saturday
,237,237-NORTHEAST FLEX,Feeder,Spring 2012,saturday
,237,237-NORTHEAST FLEX,Feeder,Summer 2012,saturday
,237,237-NORTHEAST FLEX,Feeder,Fall 2012,saturday
,237,237-NORTHEAST FLEX,Feeder,Spring 2013,saturday
,237,237-NORTHEAST FLEX,Feeder,Summer 2013,saturday
,237,237-NORTHEAST FLEX,Feeder,Fall 2013,saturday
,237,237-NORTHEAST FLEX,Feeder,Spring 2014,saturday
,237,237-NORTHEAST FLEX,Feeder,Summer 2014,saturday
,237,237-NORTHEAST FLEX,Feeder,Fall 2014,saturday
,237,237-NORTHEAST FLEX,Feeder,Spring 2015,saturday
1.9,237,237-NORTHEAST FLEX,Feeder,Summer 2015,saturday
,238,238-WESTGATE,Feeder,Spring 2012,saturday
,238,238-WESTGATE,Feeder,Summer 2012,saturday
,238,238-WESTGATE,Feeder,Fall 2012,saturday
11.1,238,238-WESTGATE,Feeder,Spring 2013,saturday
11.4,238,238-WESTGATE,Feeder,Summer 2013,saturday
12.0,238,238-WESTGATE,Feeder,Fall 2013,saturday
12.3,238,238-WESTGATE,Feeder,Spring 2014,saturday
11.9,238,238-WESTGATE,Feeder,Summer 2014,saturday
13.2,238,238-WESTGATE,Feeder,Fall 2014,saturday
12.3,238,238-WESTGATE,Feeder,Spring 2015,saturday
11.7,238,238-WESTGATE,Feeder,Summer 2015,saturday
18.8,240,240-PARKFIELD,Feeder,Spring 2012,saturday
19.7,240,240-PARKFIELD,Feeder,Summer 2012,saturday
20.6,240,240-PARKFIELD,Feeder,Fall 2012,saturday
24.9,240,240-PARKFIELD,Feeder,Spring 2013,saturday
21.6,240,240-PARKFIELD,Feeder,Summer 2013,saturday
19.5,240,240-PARKFIELD,Feeder,Fall 2013,saturday
19.1,240,240-PARKFIELD,Feeder,Spring 2014,saturday
18.6,240,240-PARKFIELD,Feeder,Summer 2014,saturday
12.9,240,240-PARKFIELD,Feeder,Fall 2014,saturday
18.5,240,240-PARKFIELD,Feeder,Spring 2015,saturday
17.4,240,240-PARKFIELD,Feeder,Summer 2015,saturday
12.1,243,243-WELLS BRANCH,Feeder,Spring 2012,saturday
17.3,243,243-WELLS BRANCH,Feeder,Summer 2012,saturday
16.4,243,243-WELLS BRANCH,Feeder,Fall 2012,saturday
16.5,243,243-WELLS BRANCH,Feeder,Spring 2013,saturday
20.0,243,243-WELLS BRANCH,Feeder,Summer 2013,saturday
15.9,243,243-WELLS BRANCH,Feeder,Fall 2013,saturday
16.9,243,243-WELLS BRANCH,Feeder,Spring 2014,saturday
17.7,243,243-WELLS BRANCH,Feeder,Summer 2014,saturday
20.7,243,243-WELLS BRANCH,Feeder,Fall 2014,saturday
14.9,243,243-WELLS BRANCH,Feeder,Spring 2015,saturday
15.9,243,243-WELLS BRANCH,Feeder,Summer 2015,saturday
,271,271-DEL VALLE FLEX,Feeder,Spring 2012,saturday
,271,271-DEL VALLE FLEX,Feeder,Summer 2012,saturday
,271,271-DEL VALLE FLEX,Feeder,Fall 2012,saturday
,271,271-DEL VALLE FLEX,Feeder,Spring 2013,saturday
,271,271-DEL VALLE FLEX,Feeder,Summer 2013,saturday
,271,271-DEL VALLE FLEX,Feeder,Fall 2013,saturday
,271,271-DEL VALLE FLEX,Feeder,Spring 2014,saturday
,271,271-DEL VALLE FLEX,Feeder,Summer 2014,saturday
,271,271-DEL VALLE FLEX,Feeder,Fall 2014,saturday
,271,271-DEL VALLE FLEX,Feeder,Spring 2015,saturday
,271,271-DEL VALLE FLEX,Feeder,Summer 2015,saturday
,275,275-N. LAMAR,Feeder,Spring 2012,saturday
,275,275-N. LAMAR,Feeder,Summer 2012,saturday
,275,275-N. LAMAR,Feeder,Fall 2012,saturday
,275,275-N. LAMAR,Feeder,Spring 2013,saturday
,275,275-N. LAMAR,Feeder,Summer 2013,saturday
,275,275-N. LAMAR,Feeder,Fall 2013,saturday
25.8,275,275-N. LAMAR,Feeder,Spring 2014,saturday
31.3,275,275-N. LAMAR,Feeder,Summer 2014,saturday
30.4,275,275-N. LAMAR,Feeder,Fall 2014,saturday
24.9,275,275-N. LAMAR,Feeder,Spring 2015,saturday
25.7,275,275-N. LAMAR,Feeder,Summer 2015,saturday
32.5,300,300-GOVALLE,Crosstown,Spring 2012,saturday
33.7,300,300-GOVALLE,Crosstown,Summer 2012,saturday
35.4,300,300-GOVALLE,Crosstown,Fall 2012,saturday
34.8,300,300-GOVALLE,Crosstown,Spring 2013,saturday
34.1,300,300-GOVALLE,Crosstown,Summer 2013,saturday
34.6,300,300-GOVALLE,Crosstown,Fall 2013,saturday
35.5,300,300-GOVALLE,Crosstown,Spring 2014,saturday
35.7,300,300-GOVALLE,Crosstown,Summer 2014,saturday
34.7,300,300-GOVALLE,Crosstown,Fall 2014,saturday
31.0,300,300-GOVALLE,Crosstown,Spring 2015,saturday
30.6,300,300-GOVALLE,Crosstown,Summer 2015,saturday
22.0,311,311-STASSNEY,Crosstown,Spring 2012,saturday
22.5,311,311-STASSNEY,Crosstown,Summer 2012,saturday
22.1,311,311-STASSNEY,Crosstown,Fall 2012,saturday
24.3,311,311-STASSNEY,Crosstown,Spring 2013,saturday
24.3,311,311-STASSNEY,Crosstown,Summer 2013,saturday
24.9,311,311-STASSNEY,Crosstown,Fall 2013,saturday
24.4,311,311-STASSNEY,Crosstown,Spring 2014,saturday
25.8,311,311-STASSNEY,Crosstown,Summer 2014,saturday
25.3,311,311-STASSNEY,Crosstown,Fall 2014,saturday
20.2,311,311-STASSNEY,Crosstown,Spring 2015,saturday
23.1,311,311-STASSNEY,Crosstown,Summer 2015,saturday
23.7,320,320-ST JOHNS,Crosstown,Spring 2012,saturday
22.3,320,320-ST JOHNS,Crosstown,Summer 2012,saturday
24.3,320,320-ST JOHNS,Crosstown,Fall 2012,saturday
24.4,320,320-ST JOHNS,Crosstown,Spring 2013,saturday
23.0,320,320-ST JOHNS,Crosstown,Summer 2013,saturday
23.6,320,320-ST JOHNS,Crosstown,Fall 2013,saturday
25.2,320,320-ST JOHNS,Crosstown,Spring 2014,saturday
25.4,320,320-ST JOHNS,Crosstown,Summer 2014,saturday
24.8,320,320-ST JOHNS,Crosstown,Fall 2014,saturday
23.6,320,320-ST JOHNS,Crosstown,Spring 2015,saturday
23.1,320,320-ST JOHNS,Crosstown,Summer 2015,saturday
16.7,323,323-ANDERSON,Crosstown,Spring 2012,saturday
17.6,323,323-ANDERSON,Crosstown,Summer 2012,saturday
18.6,323,323-ANDERSON,Crosstown,Fall 2012,saturday
18.8,323,323-ANDERSON,Crosstown,Spring 2013,saturday
14.8,323,323-ANDERSON,Crosstown,Summer 2013,saturday
16.4,323,323-ANDERSON,Crosstown,Fall 2013,saturday
18.4,323,323-ANDERSON,Crosstown,Spring 2014,saturday
19.3,323,323-ANDERSON,Crosstown,Summer 2014,saturday
18.9,323,323-ANDERSON,Crosstown,Fall 2014,saturday
15.8,323,323-ANDERSON,Crosstown,Spring 2015,saturday
16.9,323,323-ANDERSON,Crosstown,Summer 2015,saturday
35.2,325,325-OHLEN ,Crosstown,Spring 2012,saturday
37.5,325,325-OHLEN ,Crosstown,Summer 2012,saturday
34.8,325,325-OHLEN ,Crosstown,Fall 2012,saturday
32.3,325,325-OHLEN ,Crosstown,Spring 2013,saturday
38.3,325,325-OHLEN ,Crosstown,Summer 2013,saturday
35.1,325,325-OHLEN ,Crosstown,Fall 2013,saturday
33.9,325,325-OHLEN ,Crosstown,Spring 2014,saturday
38.7,325,325-OHLEN ,Crosstown,Summer 2014,saturday
29.2,325,325-OHLEN ,Crosstown,Fall 2014,saturday
28.9,325,325-OHLEN ,Crosstown,Spring 2015,saturday
24.0,325,325-OHLEN ,Crosstown,Summer 2015,saturday
35.6,331,331-OLTORF,Crosstown,Spring 2012,saturday
38.0,331,331-OLTORF,Crosstown,Summer 2012,saturday
39.8,331,331-OLTORF,Crosstown,Fall 2012,saturday
37.6,331,331-OLTORF,Crosstown,Spring 2013,saturday
33.8,331,331-OLTORF,Crosstown,Summer 2013,saturday
37.5,331,331-OLTORF,Crosstown,Fall 2013,saturday
35.3,331,331-OLTORF,Crosstown,Spring 2014,saturday
37.7,331,331-OLTORF,Crosstown,Summer 2014,saturday
33.0,331,331-OLTORF,Crosstown,Fall 2014,saturday
31.1,331,331-OLTORF,Crosstown,Spring 2015,saturday
25.3,331,331-OLTORF,Crosstown,Summer 2015,saturday
22.6,333,333-WILLIAM CANNON,Crosstown,Spring 2012,saturday
21.5,333,333-WILLIAM CANNON,Crosstown,Summer 2012,saturday
24.0,333,333-WILLIAM CANNON,Crosstown,Fall 2012,saturday
23.1,333,333-WILLIAM CANNON,Crosstown,Spring 2013,saturday
21.3,333,333-WILLIAM CANNON,Crosstown,Summer 2013,saturday
21.3,333,333-WILLIAM CANNON,Crosstown,Fall 2013,saturday
22.8,333,333-WILLIAM CANNON,Crosstown,Spring 2014,saturday
23.3,333,333-WILLIAM CANNON,Crosstown,Summer 2014,saturday
20.5,333,333-WILLIAM CANNON,Crosstown,Fall 2014,saturday
19.8,333,333-WILLIAM CANNON,Crosstown,Spring 2015,saturday
18.5,333,333-WILLIAM CANNON,Crosstown,Summer 2015,saturday
21.8,338,338-LAMAR/45TH,Crosstown,Spring 2012,saturday
20.8,338,338-LAMAR/45TH,Crosstown,Summer 2012,saturday
21.4,338,338-LAMAR/45TH,Crosstown,Fall 2012,saturday
29.7,338,338-LAMAR/45TH,Crosstown,Spring 2013,saturday
24.5,338,338-LAMAR/45TH,Crosstown,Summer 2013,saturday
26.0,338,338-LAMAR/45TH,Crosstown,Fall 2013,saturday
25.9,338,338-LAMAR/45TH,Crosstown,Spring 2014,saturday
21.4,338,338-LAMAR/45TH,Crosstown,Summer 2014,saturday
22.3,338,338-LAMAR/45TH,Crosstown,Fall 2014,saturday
19.2,338,338-LAMAR/45TH,Crosstown,Spring 2015,saturday
18.4,338,338-LAMAR/45TH,Crosstown,Summer 2015,saturday
20.5,350,350-AIRPORT BLVD,Crosstown,Spring 2012,saturday
20.9,350,350-AIRPORT BLVD,Crosstown,Summer 2012,saturday
23.8,350,350-AIRPORT BLVD,Crosstown,Fall 2012,saturday
20.7,350,350-AIRPORT BLVD,Crosstown,Spring 2013,saturday
20.3,350,350-AIRPORT BLVD,Crosstown,Summer 2013,saturday
20.8,350,350-AIRPORT BLVD,Crosstown,Fall 2013,saturday
21.4,350,350-AIRPORT BLVD,Crosstown,Spring 2014,saturday
22.5,350,350-AIRPORT BLVD,Crosstown,Summer 2014,saturday
20.5,350,350-AIRPORT BLVD,Crosstown,Fall 2014,saturday
19.1,350,350-AIRPORT BLVD,Crosstown,Spring 2015,saturday
18.6,350,350-AIRPORT BLVD,Crosstown,Summer 2015,saturday
23.5,383,383-RESEARCH,Crosstown,Spring 2012,saturday
23.2,383,383-RESEARCH,Crosstown,Summer 2012,saturday
26.4,383,383-RESEARCH,Crosstown,Fall 2012,saturday
24.3,383,383-RESEARCH,Crosstown,Spring 2013,saturday
23.6,383,383-RESEARCH,Crosstown,Summer 2013,saturday
25.0,383,383-RESEARCH,Crosstown,Fall 2013,saturday
25.1,383,383-RESEARCH,Crosstown,Spring 2014,saturday
27.8,383,383-RESEARCH,Crosstown,Summer 2014,saturday
17.6,383,383-RESEARCH,Crosstown,Fall 2014,saturday
16.9,383,383-RESEARCH,Crosstown,Spring 2015,saturday
19.5,383,383-RESEARCH,Crosstown,Summer 2015,saturday
15.3,392,392-BRAKER,Crosstown,Spring 2012,saturday
15.4,392,392-BRAKER,Crosstown,Summer 2012,saturday
13.4,392,392-BRAKER,Crosstown,Fall 2012,saturday
12.4,392,392-BRAKER,Crosstown,Spring 2013,saturday
15.9,392,392-BRAKER,Crosstown,Summer 2013,saturday
13.0,392,392-BRAKER,Crosstown,Fall 2013,saturday
14.7,392,392-BRAKER,Crosstown,Spring 2014,saturday
12.7,392,392-BRAKER,Crosstown,Summer 2014,saturday
13.5,392,392-BRAKER,Crosstown,Fall 2014,saturday
7.3,392,392-BRAKER,Crosstown,Spring 2015,saturday
10.0,392,392-BRAKER,Crosstown,Summer 2015,saturday
61.9,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2012,saturday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2012,saturday
75.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2012,saturday
56.9,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2013,saturday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2013,saturday
56.9,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2013,saturday
65.4,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2014,saturday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2014,saturday
56.2,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2014,saturday
43.4,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2015,saturday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2015,saturday
39.4,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2012,saturday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2012,saturday
42.2,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2012,saturday
39.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2013,saturday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2013,saturday
32.6,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2013,saturday
43.3,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2014,saturday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2014,saturday
29.3,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2014,saturday
26.4,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2015,saturday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2015,saturday
59.3,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2012,saturday
